customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCategory,ChargeCategory,ContractSegment,EstimatedCLV,NumServices,SeniorLabel,HasFamily,RevenueLostIfChurned,CohortMonth,RiskScore,CustomerSegment
CUST-03381,Male,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),105.31,2530.34,1,13-24 mo,Premium (>$95),Short-Term,2632.75,5,Senior,0,105.31,2021-01,5,Medium Risk
CUST-03382,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.28,687.17,0,13-24 mo,Low (<$35),Short-Term,732.1600000000001,2,Non-Senior,1,0.0,2021-04,3,Loyal
CUST-03383,Male,0,No,No,13,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,71.22,924.98,1,13-24 mo,High ($65-$95),Mid-Term,997.0799999999999,4,Non-Senior,0,71.22,2021-12,4,Medium Risk
CUST-03384,Male,0,Yes,No,8,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.57,403.29,1,0-12 mo,Medium ($35-$65),Short-Term,464.13,2,Non-Senior,1,51.57,2022-05,8,High Risk
CUST-03385,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),85.03,5785.11,0,61-72 mo,High ($65-$95),Long-Term,5867.07,4,Non-Senior,1,0.0,2017-06,2,Loyal
CUST-03386,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.47,438.56,0,0-12 mo,Premium (>$95),Short-Term,557.35,6,Non-Senior,0,0.0,2022-09,8,High Risk
CUST-03387,Male,0,No,No,32,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.39,3529.1,0,25-48 mo,Premium (>$95),Mid-Term,3642.87,6,Non-Senior,0,0.0,2020-05,2,Loyal
CUST-03388,Male,0,Yes,Yes,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.9,303.21,1,0-12 mo,Low (<$35),Short-Term,328.9,1,Non-Senior,1,29.9,2022-03,5,Medium Risk
CUST-03389,Male,1,Yes,Yes,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,97.07,2233.33,0,13-24 mo,Premium (>$95),Short-Term,2329.68,7,Senior,1,0.0,2021-02,5,Medium Risk
CUST-03390,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.14,728.03,0,13-24 mo,Medium ($35-$65),Short-Term,771.96,3,Non-Senior,0,0.0,2021-12,5,Medium Risk
CUST-03391,Female,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,59.07,1466.63,1,25-48 mo,Medium ($35-$65),Long-Term,1535.82,4,Non-Senior,1,59.07,2020-12,3,Loyal
CUST-03392,Male,1,No,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.84,546.5,0,13-24 mo,Low (<$35),Short-Term,590.48,1,Senior,0,0.0,2021-04,4,Medium Risk
CUST-03393,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.48,1651.13,1,13-24 mo,High ($65-$95),Short-Term,1726.5600000000002,3,Non-Senior,0,78.48,2021-04,7,High Risk
CUST-03394,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,80.64,1366.46,0,13-24 mo,High ($65-$95),Short-Term,1451.52,5,Non-Senior,1,0.0,2021-08,5,Medium Risk
CUST-03395,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),105.24,1681.12,0,13-24 mo,Premium (>$95),Mid-Term,1789.08,6,Non-Senior,1,0.0,2021-09,2,Loyal
CUST-03396,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.66,1061.62,0,13-24 mo,Medium ($35-$65),Short-Term,1127.8799999999999,4,Non-Senior,0,0.0,2021-08,4,Medium Risk
CUST-03397,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,107.91,6271.08,0,49-60 mo,Premium (>$95),Long-Term,6366.69,6,Non-Senior,1,0.0,2018-03,2,Loyal
CUST-03398,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,83.4,1744.51,1,13-24 mo,High ($65-$95),Short-Term,1834.8000000000002,3,Non-Senior,0,83.4,2021-04,6,High Risk
CUST-03399,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.68,1473.51,0,25-48 mo,Medium ($35-$65),Short-Term,1527.72,3,Non-Senior,0,0.0,2020-09,6,High Risk
CUST-03400,Female,1,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.37,370.7,1,0-12 mo,Premium (>$95),Short-Term,481.85,4,Senior,0,96.37,2022-09,7,High Risk
CUST-03401,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.97,2446.8,1,13-24 mo,Premium (>$95),Short-Term,2567.2799999999997,5,Non-Senior,1,106.97,2021-02,6,High Risk
CUST-03402,Female,1,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.79,2023.74,0,25-48 mo,High ($65-$95),Short-Term,2100.54,5,Senior,1,0.0,2020-12,6,High Risk
CUST-03403,Female,1,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.29,409.09,0,0-12 mo,High ($65-$95),Short-Term,485.03000000000003,4,Senior,0,0.0,2022-07,7,High Risk
CUST-03404,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.01,1011.38,1,13-24 mo,High ($65-$95),Short-Term,1080.15,4,Non-Senior,0,72.01,2021-11,7,High Risk
CUST-03405,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),100.57,3322.29,0,25-48 mo,Premium (>$95),Mid-Term,3419.3799999999997,6,Non-Senior,1,0.0,2020-04,2,Loyal
CUST-03406,Male,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,71.3,420.61,0,0-12 mo,High ($65-$95),Short-Term,499.09999999999997,4,Non-Senior,1,0.0,2022-07,9,High Risk
CUST-03407,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.31,588.9,0,0-12 mo,Medium ($35-$65),Short-Term,652.4100000000001,3,Non-Senior,0,0.0,2022-03,6,High Risk
CUST-03408,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.02,337.87,0,13-24 mo,Low (<$35),Mid-Term,360.36,0,Non-Senior,1,0.0,2021-08,0,Loyal
CUST-03409,Female,1,No,No,6,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.9,427.07,1,0-12 mo,High ($65-$95),Short-Term,489.30000000000007,4,Senior,0,69.9,2022-07,7,High Risk
CUST-03410,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,72.96,648.24,0,0-12 mo,High ($65-$95),Short-Term,729.5999999999999,3,Non-Senior,0,0.0,2022-04,8,High Risk
CUST-03411,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.16,540.65,0,13-24 mo,Low (<$35),Mid-Term,555.68,1,Non-Senior,0,0.0,2021-03,1,Loyal
CUST-03412,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.33,1351.55,0,13-24 mo,High ($65-$95),Short-Term,1450.61,5,Non-Senior,1,0.0,2021-09,5,Medium Risk
CUST-03413,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.96,473.7,0,13-24 mo,Low (<$35),Short-Term,509.32,1,Non-Senior,1,0.0,2021-09,4,Medium Risk
CUST-03414,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,107.6,2039.37,0,13-24 mo,Premium (>$95),Short-Term,2152.0,6,Non-Senior,1,0.0,2021-06,5,Medium Risk
CUST-03415,Male,0,No,No,5,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.77,158.28,1,0-12 mo,Low (<$35),Short-Term,190.62,1,Non-Senior,0,31.77,2022-08,6,High Risk
CUST-03416,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,81.34,4793.19,1,49-60 mo,High ($65-$95),Long-Term,4880.400000000001,3,Non-Senior,1,81.34,2018-02,3,Loyal
CUST-03417,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.05,1762.18,1,13-24 mo,High ($65-$95),Short-Term,1849.1,4,Non-Senior,1,84.05,2021-04,6,High Risk
CUST-03418,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.09,525.89,0,13-24 mo,Low (<$35),Mid-Term,561.8,2,Non-Senior,1,0.0,2021-06,0,Loyal
CUST-03419,Female,0,No,No,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,77.54,3414.23,0,25-48 mo,High ($65-$95),Mid-Term,3489.3,5,Non-Senior,0,0.0,2019-05,2,Loyal
CUST-03420,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,86.76,5655.6,0,61-72 mo,High ($65-$95),Long-Term,5726.160000000001,4,Non-Senior,0,0.0,2017-08,3,Loyal
CUST-03421,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.58,872.87,1,25-48 mo,Low (<$35),Mid-Term,906.66,2,Non-Senior,0,33.58,2020-11,0,Loyal
CUST-03422,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,69.9,1039.49,1,13-24 mo,High ($65-$95),Short-Term,1118.4,4,Non-Senior,0,69.9,2021-10,5,Medium Risk
CUST-03423,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.53,785.89,0,0-12 mo,High ($65-$95),Short-Term,870.36,4,Non-Senior,0,0.0,2022-02,7,High Risk
CUST-03424,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,88.81,5495.98,0,61-72 mo,High ($65-$95),Long-Term,5595.03,3,Non-Senior,1,0.0,2017-11,4,Medium Risk
CUST-03425,Male,1,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,1157.51,1,13-24 mo,High ($65-$95),Short-Term,1243.2,7,Senior,0,88.8,2021-12,5,Medium Risk
CUST-03426,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.8,2782.78,1,25-48 mo,Premium (>$95),Short-Term,2878.4,5,Non-Senior,0,102.8,2020-10,6,High Risk
CUST-03427,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.05,1837.07,1,13-24 mo,High ($65-$95),Short-Term,1921.1999999999998,3,Non-Senior,1,80.05,2021-02,7,High Risk
CUST-03428,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,94.79,182.82,1,0-12 mo,High ($65-$95),Short-Term,284.37,3,Senior,1,94.79,2022-11,8,High Risk
CUST-03429,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),89.83,4858.42,0,49-60 mo,High ($65-$95),Long-Term,4940.65,3,Non-Senior,1,0.0,2018-07,3,Loyal
CUST-03430,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),101.09,3631.66,0,25-48 mo,Premium (>$95),Mid-Term,3740.33,5,Non-Senior,1,0.0,2020-01,3,Loyal
CUST-03431,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),78.63,3464.13,0,25-48 mo,High ($65-$95),Mid-Term,3538.35,3,Senior,1,0.0,2019-05,3,Loyal
CUST-03432,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.42,2496.16,0,25-48 mo,Premium (>$95),Short-Term,2603.34,7,Non-Senior,1,0.0,2020-11,6,High Risk
CUST-03433,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.86,1208.11,0,0-12 mo,Premium (>$95),Short-Term,1311.18,4,Non-Senior,0,0.0,2022-01,9,High Risk
CUST-03434,Male,1,Yes,No,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.3,728.9,1,25-48 mo,Low (<$35),Short-Term,764.1,1,Senior,1,28.3,2020-11,3,Loyal
CUST-03435,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.28,2024.7,0,13-24 mo,Premium (>$95),Short-Term,2126.88,5,Non-Senior,1,0.0,2021-05,5,Medium Risk
CUST-03436,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),65.81,1451.82,0,13-24 mo,High ($65-$95),Short-Term,1513.63,4,Non-Senior,0,0.0,2021-03,6,High Risk
CUST-03437,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.23,684.99,0,0-12 mo,High ($65-$95),Short-Term,752.3000000000001,3,Non-Senior,0,0.0,2022-04,8,High Risk
CUST-03438,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),94.87,2453.6,1,25-48 mo,High ($65-$95),Short-Term,2561.4900000000002,5,Non-Senior,1,94.87,2020-11,5,Medium Risk
CUST-03439,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,71.41,2054.89,0,25-48 mo,High ($65-$95),Mid-Term,2142.2999999999997,5,Non-Senior,0,0.0,2020-08,3,Loyal
CUST-03440,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.12,1760.79,0,13-24 mo,High ($65-$95),Short-Term,1850.52,4,Non-Senior,1,0.0,2021-05,5,Medium Risk
CUST-03441,Male,1,Yes,No,15,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.39,1225.41,0,13-24 mo,High ($65-$95),Short-Term,1286.24,4,Senior,1,0.0,2021-10,6,High Risk
CUST-03442,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,110.01,4711.76,1,25-48 mo,Premium (>$95),Long-Term,4840.4400000000005,7,Senior,1,110.01,2019-06,2,Loyal
CUST-03443,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.86,810.34,1,25-48 mo,Low (<$35),Short-Term,828.36,1,Senior,0,31.86,2020-12,4,Medium Risk
CUST-03444,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.41,426.06,1,13-24 mo,Low (<$35),Short-Term,456.15,2,Non-Senior,0,30.41,2021-11,4,Medium Risk
CUST-03445,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,88.52,2821.11,0,25-48 mo,High ($65-$95),Long-Term,2921.16,4,Non-Senior,0,0.0,2020-05,3,Loyal
CUST-03446,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),98.72,2858.77,0,25-48 mo,Premium (>$95),Mid-Term,2961.6,5,Senior,0,0.0,2020-08,2,Loyal
CUST-03447,Male,1,No,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),84.02,2022.05,0,13-24 mo,High ($65-$95),Long-Term,2100.5,5,Senior,1,0.0,2021-01,2,Loyal
CUST-03448,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.36,99.78,1,0-12 mo,Medium ($35-$65),Short-Term,178.07999999999998,4,Non-Senior,0,59.36,2022-11,6,High Risk
CUST-03449,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.74,3676.6,0,25-48 mo,High ($65-$95),Long-Term,3769.08,3,Non-Senior,0,0.0,2019-08,2,Loyal
CUST-03450,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.95,915.71,1,0-12 mo,Premium (>$95),Short-Term,1019.5,6,Non-Senior,1,101.95,2022-04,8,High Risk
CUST-03451,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.49,6456.64,1,61-72 mo,Premium (>$95),Long-Term,6531.83,5,Non-Senior,1,97.49,2017-07,4,Medium Risk
CUST-03452,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,83.35,2335.66,0,25-48 mo,High ($65-$95),Long-Term,2417.1499999999996,7,Non-Senior,0,0.0,2020-09,3,Loyal
CUST-03453,Female,1,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,98.09,1865.71,1,13-24 mo,Premium (>$95),Mid-Term,1961.8000000000002,5,Senior,0,98.09,2021-06,2,Loyal
CUST-03454,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,96.65,1357.37,0,13-24 mo,Premium (>$95),Mid-Term,1449.75,5,Non-Senior,0,0.0,2021-11,2,Loyal
CUST-03455,Male,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.26,995.42,0,25-48 mo,Low (<$35),Long-Term,1020.48,0,Non-Senior,1,0.0,2019-02,0,Loyal
CUST-03456,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.33,42.25,0,0-12 mo,Low (<$35),Short-Term,64.66,2,Non-Senior,0,0.0,2022-12,5,Medium Risk
CUST-03457,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.34,291.5,0,0-12 mo,Low (<$35),Short-Term,323.40000000000003,2,Non-Senior,0,0.0,2022-04,5,Medium Risk
CUST-03458,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,112.55,6183.25,0,49-60 mo,Premium (>$95),Long-Term,6302.8,7,Non-Senior,1,0.0,2018-06,2,Loyal
CUST-03459,Male,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.17,959.41,0,13-24 mo,Medium ($35-$65),Short-Term,1005.89,2,Non-Senior,0,0.0,2021-09,6,High Risk
CUST-03460,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,71.22,1869.88,0,25-48 mo,High ($65-$95),Long-Term,1922.94,5,Non-Senior,0,0.0,2020-11,3,Loyal
CUST-03461,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,96.09,3838.66,0,25-48 mo,Premium (>$95),Mid-Term,3939.69,5,Non-Senior,0,0.0,2019-09,2,Loyal
CUST-03462,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.51,2622.04,0,25-48 mo,High ($65-$95),Long-Term,2704.32,4,Non-Senior,0,0.0,2020-06,4,Medium Risk
CUST-03463,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,66.88,0,0-12 mo,Low (<$35),Short-Term,72.0,0,Non-Senior,1,0.0,2022-10,6,High Risk
CUST-03464,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.43,645.94,0,0-12 mo,High ($65-$95),Short-Term,747.44,4,Non-Senior,1,0.0,2022-06,7,High Risk
CUST-03465,Female,1,No,No,71,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.47,2025.75,0,61-72 mo,Low (<$35),Long-Term,2049.84,1,Senior,0,0.0,2017-03,0,Loyal
CUST-03466,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),61.69,1555.53,0,25-48 mo,Medium ($35-$65),Short-Term,1603.94,4,Non-Senior,0,0.0,2020-12,5,Medium Risk
CUST-03467,Male,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,79.24,2931.6,0,25-48 mo,High ($65-$95),Mid-Term,3011.12,6,Non-Senior,0,0.0,2019-12,3,Loyal
CUST-03468,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,74.0,5036.55,0,61-72 mo,High ($65-$95),Long-Term,5106.0,4,Non-Senior,1,0.0,2017-06,3,Loyal
CUST-03469,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.46,2298.76,1,13-24 mo,Premium (>$95),Short-Term,2386.5,5,Senior,1,95.46,2021-01,6,High Risk
CUST-03470,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.77,721.13,0,25-48 mo,Low (<$35),Mid-Term,748.02,2,Non-Senior,1,0.0,2020-12,0,Loyal
CUST-03471,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.15,1671.21,1,13-24 mo,High ($65-$95),Short-Term,1763.3000000000002,6,Non-Senior,1,80.15,2021-04,4,Medium Risk
CUST-03472,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.16,1990.52,1,13-24 mo,High ($65-$95),Short-Term,2079.0,4,Non-Senior,0,83.16,2021-01,6,High Risk
CUST-03473,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.18,426.41,1,0-12 mo,Premium (>$95),Short-Term,545.9000000000001,6,Non-Senior,0,109.18,2022-09,8,High Risk
CUST-03474,Female,1,Yes,No,24,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.49,1269.81,0,13-24 mo,Medium ($35-$65),Mid-Term,1312.25,3,Senior,1,0.0,2021-01,2,Loyal
CUST-03475,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,60.07,3131.0,0,49-60 mo,Medium ($35-$65),Long-Term,3183.71,3,Non-Senior,1,0.0,2018-09,2,Loyal
CUST-03476,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,95.44,,1,0-12 mo,Premium (>$95),Short-Term,286.32,5,Non-Senior,1,95.44,2022-11,8,High Risk
CUST-03477,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,66.23,1239.16,0,13-24 mo,High ($65-$95),Short-Term,1324.6000000000001,4,Non-Senior,1,0.0,2021-06,6,High Risk
CUST-03478,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.74,1095.36,1,13-24 mo,High ($65-$95),Short-Term,1166.1,2,Non-Senior,1,77.74,2021-11,7,High Risk
CUST-03479,Female,0,No,No,6,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.23,420.12,0,0-12 mo,High ($65-$95),Short-Term,519.61,4,Non-Senior,0,0.0,2022-07,8,High Risk
CUST-03480,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.06,751.18,1,25-48 mo,Low (<$35),Short-Term,784.62,2,Non-Senior,0,29.06,2020-11,4,Medium Risk
CUST-03481,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,94.74,5772.96,0,61-72 mo,High ($65-$95),Long-Term,5873.88,5,Non-Senior,1,0.0,2017-12,3,Loyal
CUST-03482,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,82.66,2644.8,0,25-48 mo,High ($65-$95),Long-Term,2727.7799999999997,4,Non-Senior,0,0.0,2020-05,4,Medium Risk
CUST-03483,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.9,2999.11,1,25-48 mo,Premium (>$95),Short-Term,3100.1000000000004,5,Non-Senior,1,106.9,2020-09,5,Medium Risk
CUST-03484,Male,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,642.31,0,25-48 mo,Low (<$35),Mid-Term,666.0,0,Non-Senior,0,0.0,2020-01,1,Loyal
CUST-03485,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.64,1142.55,1,25-48 mo,Low (<$35),Mid-Term,1170.68,1,Non-Senior,0,31.64,2020-01,0,Loyal
