customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04192,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.33,840.24,No
CUST-04193,Female,0,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,106.8,5238.81,No
CUST-04194,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.41,1582.96,Yes
CUST-04195,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.7,319.33,No
CUST-04196,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.88,2539.55,Yes
CUST-04197,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.09,62.37,No
CUST-04198,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.09,817.46,Yes
CUST-04199,Male,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.24,282.25,Yes
CUST-04200,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.64,1768.16,Yes
CUST-04201,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.63,354.55,No
CUST-04202,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.86,1020.74,Yes
CUST-04203,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.94,259.71,Yes
CUST-04204,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.27,1113.63,No
CUST-04205,Female,0,No,Yes,20,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.66,1438.13,No
CUST-04206,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.57,1503.06,Yes
CUST-04207,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.39,616.02,Yes
CUST-04208,Female,0,No,Yes,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.03,851.88,Yes
CUST-04209,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),73.93,2368.49,Yes
CUST-04210,Female,0,No,No,6,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.76,438.66,No
CUST-04211,Male,1,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.56,451.72,Yes
CUST-04212,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.11,1640.46,Yes
CUST-04213,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.53,2022.55,No
CUST-04214,Male,1,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.83,1126.26,No
CUST-04215,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.47,869.13,No
CUST-04216,Male,0,No,No,61,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.69,1989.09,No
CUST-04217,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.25,1140.13,Yes
CUST-04218,Male,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.56,958.32,No
CUST-04219,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.83,521.44,Yes
CUST-04220,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,114.98,3089.97,Yes
CUST-04221,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.42,850.69,No
CUST-04222,Female,0,No,No,31,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,95.92,2991.8,No
CUST-04223,Male,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.41,1352.58,No
CUST-04224,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.68,554.18,No
CUST-04225,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.08,844.36,No
CUST-04226,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.82,4781.66,No
CUST-04227,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.55,635.59,No
CUST-04228,Female,1,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),67.5,1677.52,No
CUST-04229,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.67,4244.56,No
CUST-04230,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.8,226.86,No
CUST-04231,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.92,69.32,Yes
CUST-04232,Male,1,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.26,942.06,Yes
CUST-04233,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,66.16,2568.6,No
CUST-04234,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.76,610.99,No
CUST-04235,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.52,2061.24,Yes
CUST-04236,Female,1,Yes,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.45,57.15,Yes
CUST-04237,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.85,2030.42,Yes
CUST-04238,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.6,1495.74,Yes
CUST-04239,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),86.91,5289.61,No
CUST-04240,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),104.76,2299.08,No
CUST-04241,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.03,5446.06,No
CUST-04242,Male,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.55,121.3,Yes
CUST-04243,Female,1,No,No,20,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),91.44,1811.29,Yes
CUST-04244,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.87,499.72,Yes
CUST-04245,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.22,1833.26,Yes
CUST-04246,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.59,1639.56,No
CUST-04247,Male,1,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,72.42,2377.71,No
CUST-04248,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,110.88,1659.16,Yes
CUST-04249,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.14,1578.6,Yes
CUST-04250,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.78,1186.39,No
CUST-04251,Male,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.12,624.33,No
CUST-04252,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.62,1711.29,Yes
CUST-04253,Male,1,Yes,Yes,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.77,806.37,No
CUST-04254,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.97,881.98,Yes
CUST-04255,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.27,1548.52,Yes
CUST-04256,Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.81,557.6,No
CUST-04257,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,81.52,2036.15,No
CUST-04258,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.63,374.53,No
CUST-04259,Male,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.12,289.51,Yes
CUST-04260,Male,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.84,1668.1,Yes
CUST-04261,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.67,533.7,No
CUST-04262,Female,0,No,No,19,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),71.38,1358.24,No
CUST-04263,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.59,1555.02,No
CUST-04264,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,89.96,3777.65,No
CUST-04265,Male,0,Yes,No,46,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.17,3881.44,No
CUST-04266,Male,1,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.38,1521.63,No
CUST-04267,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.81,1028.41,No
CUST-04268,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,81.6,2292.25,No
CUST-04269,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,106.89,3005.1,No
CUST-04270,Female,0,Yes,No,27,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,81.82,2217.02,No
CUST-04271,Female,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.49,1367.91,No
CUST-04272,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,86.54,5773.3,No
CUST-04273,Female,1,No,No,63,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),57.5,3631.94,No
CUST-04274,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.87,1115.97,Yes
CUST-04275,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),62.23,1000.71,Yes
CUST-04276,Male,1,No,No,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),81.66,2121.83,No
CUST-04277,Male,0,No,No,7,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.88,605.4,No
CUST-04278,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.65,780.66,Yes
CUST-04279,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.9,1171.06,Yes
CUST-04280,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),102.59,2255.06,No
CUST-04281,Female,0,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),60.38,1804.58,Yes
CUST-04282,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.02,742.48,No
CUST-04283,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.52,960.11,No
CUST-04284,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),101.0,5458.85,No
CUST-04285,Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.88,443.84,Yes
CUST-04286,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.3,174.35,Yes
CUST-04287,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.05,1761.39,No
CUST-04288,Male,1,No,No,25,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,77.38,1943.26,Yes
CUST-04289,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.15,1443.1,Yes
CUST-04290,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.93,649.06,No
CUST-04291,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),54.9,1492.0,No
CUST-04292,Female,0,No,No,14,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.98,422.7,No
CUST-04293,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.92,1026.4,Yes
CUST-04294,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.09,1218.15,Yes
CUST-04295,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.22,1196.72,No
CUST-04296,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.6,1050.88,No
CUST-04297,Female,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.62,2232.51,No
CUST-04298,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.29,614.89,Yes
CUST-04299,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,90.86,2086.32,No
CUST-04300,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.9,1663.27,Yes
CUST-04301,Female,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.06,81.74,Yes
CUST-04302,Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),59.17,1483.73,No
CUST-04303,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.2,1806.13,Yes
CUST-04304,Female,1,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),60.16,1137.79,Yes
CUST-04305,Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,77.25,3772.3,No
CUST-04306,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.48,1230.44,No
CUST-04307,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.77,276.51,No
CUST-04308,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,96.85,5323.36,No
CUST-04309,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),111.0,2762.38,Yes
CUST-04310,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.17,2406.7,No
CUST-04311,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.24,908.58,Yes
CUST-04312,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,61.95,1864.32,No
CUST-04313,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,86.01,2235.61,Yes
CUST-04314,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.45,953.74,No
CUST-04315,Male,0,No,No,24,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.09,1730.62,Yes
CUST-04316,Male,1,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),104.26,2095.1,Yes
CUST-04317,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.69,244.1,Yes
CUST-04318,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.32,681.83,No
CUST-04319,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,102.21,6137.52,No
CUST-04320,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.01,712.7,Yes
CUST-04321,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.24,651.87,No
CUST-04322,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),90.71,4078.02,Yes
CUST-04323,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.37,161.93,No
CUST-04324,Female,1,Yes,Yes,22,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,61.86,1364.74,Yes
CUST-04325,Female,0,Yes,Yes,61,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,75.88,4630.04,No
CUST-04326,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.56,512.63,Yes
CUST-04327,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,112.8,6420.59,No
CUST-04328,Female,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),83.04,3175.32,No
CUST-04329,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.93,775.47,No
CUST-04330,Female,0,No,No,16,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.61,1212.51,Yes
CUST-04331,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.35,5329.71,No
CUST-04332,Male,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.85,1146.69,No
CUST-04333,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,91.56,459.85,Yes
CUST-04334,Male,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,939.11,No
CUST-04335,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,80.33,1447.2,Yes
CUST-04336,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,67.88,2778.22,No
CUST-04337,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.34,993.91,No
CUST-04338,Female,1,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.09,1126.43,Yes
CUST-04339,Female,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),73.79,3989.16,No
CUST-04340,Male,0,No,No,1,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.79,68.25,No
CUST-04341,Female,0,Yes,Yes,47,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),98.84,4645.9,No
CUST-04342,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.69,2030.95,No
CUST-04343,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,89.48,441.67,Yes
CUST-04344,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,87.81,1659.97,No
CUST-04345,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.13,71.96,No
CUST-04346,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,103.21,3099.41,No
CUST-04347,Male,1,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,106.08,1266.09,No
CUST-04348,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),98.89,3351.57,No
CUST-04349,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,106.44,1911.01,Yes
CUST-04350,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.76,5458.57,No
CUST-04351,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.99,404.71,Yes
CUST-04352,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.42,526.87,Yes
CUST-04353,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),71.67,1431.98,Yes
CUST-04354,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.85,2095.72,No
CUST-04355,Male,0,No,Yes,27,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.97,1892.0,Yes
CUST-04356,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.04,2060.15,No
CUST-04357,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.8,998.83,No
CUST-04358,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.96,281.93,No
CUST-04359,Male,0,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,57.7,3753.17,No
CUST-04360,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.21,216.9,Yes
CUST-04361,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,82.7,1656.44,No
CUST-04362,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,99.29,6151.1,No
CUST-04363,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,98.84,6418.01,No
CUST-04364,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.13,654.43,Yes
CUST-04365,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,96.7,2896.07,No
CUST-04366,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.52,490.63,No
